fabricante,ano,categoria,couro,combustivel,km,cilindros,tipo_cambio,rodas,cor,airbags,numero_proprietarios,adesivos_personalizados,historico_troca_oleo,codigo_concessionaria,classificacao_veiculo,faixa_preco
TOYOTA,2016,SUV,Nao,Gasolina,70400.0,4,Automatico,5,Preto,10,5,Sim,9,9436,Usado,1.0
TOYOTA,2015,Hatchback,Nao,Hibrido,0.0,4,Automatico,3,Prata,12,1,Sim,1,5058,Usado,1.0
CHEVROLET,2012,Sedan,Nao,gasolina,216000.0,4,Manual,10,Prata,6,3,Não,5,1838,Usado,0.0
HYUNDAI,2014,SUV,Sim,Diesel,220240.0,4,Automatico,2,Cinza,4,4,Sim,0,8485,Usado,1.0
PORSCHE,2008,SUV,Sim,GASOLINA,134292.0,8,Automatico,22,Preto,3,5,Não,10,5223,Usado,1.0
SSANGYONG,2016,SUV,Sim,diesel,138438.0,4,Automatico,23,Preto,4,4,Não,3,1446,Usado,1.0
SSANGYONG,2007,SUV,Sim,Diesel,76224.0,4,Automatico,29,Preto,4,2,Não,5,5679,Usado,0.0
TOYOTA,2008,Sedan,Nao,Gasol.,200000.0,4,Automatico,6,Prata,6,5,Não,4,1585,Usado,0.0
MERCEDES-BENZ,2016,SUV,Sim,Gasolina,74990.0,8,Automatico,12,Branco,12,4,Não,10,1414,Usado,0.0
VOLKSWAGEN,1999,Sedan,Nao,Gás Natural,0.0,4,Manual,17,Red,4,2,Não,4,2057,Usado,0.0
FORD,2011,Cupê,Sim,gasolina,142016.0,4,Automatico,28,Preto,4,4,Não,8,4209,Usado,1.0
LEXUS,2012,SUV,Sim,Gasolina,229334.0,8,Automatico,19,Preto,0,4,Não,0,7122,Usado,2.0
TOYOTA,2014,Hatchback,Nao,Hibrido,50000.0,4,Automatico,32,Branco,4,2,Não,9,5554,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasolina,163200.0,4,Automatico,10,Vermelho,12,3,Sim,10,6533,Usado,0.0
LEXUS,2010,SUV,Sim,Hibrido,382746.0,6,Automatico,12,Prata,12,3,Não,10,3754,Usado,0.0
AUDI,2013,Cupê,Sim,Gasolina,78000.0,4,Tiptronic,2,Preto,8,2,Não,4,2413,Usado,0.0
MERCEDES-BENZ,2011,SUV,Sim,Diesel,275862.0,6,Automatico,22,Prata,12,3,Não,8,8005,Usado,0.0
FORD,1996,Vagao de carga,Nao,diesel,11000.0,4,Manual,19,Azul,1,1,Sim,9,9462,Usado,0.0
PORSCHE,2016,SUV,Sim,Hibrido,0.0,6,Automatico,26,Preto,12,1,Sim,7,8654,Usado,1.0
HONDA,2019,Sedan,Sim,GASOLINA,8115.0,4,Automatico,23,Cinza,4,3,Sim,7,2044,Semi-novo,2.0
TOYOTA,2010,Hatchback,Nao,Hibrido,182860.0,4,Automatico,22,Rosa,10,3,Não,10,7620,Usado,0.0
NISSAN,2015,SUV,Nao,Gasol.,91000.0,4,Tiptronic,22,Red,0,1,Não,9,6183,Usado,1.0
LEXUS,2011,Hatchback,Sim,Hibrido,95590.0,4,Automatico,16,Branco,0,1,Não,2,6546,Usado,0.0
HYUNDAI,2013,Sedan,Sim,GASOLINA,149123.0,4,Automatico,12,Azul,12,1,Não,3,2869,Usado,0.0
LEXUS,2010,SUV,Sim,Hibrido,317470.0,6,Automatico,30,Cinza,12,4,Não,10,9478,Usado,0.0
FORD,2017,Sedan,Sim,Hibrido,235150.0,4,Automatico,3,Branco,12,3,Não,1,7376,Usado,0.0
AUDI,2013,Sedan,Sim,GASOLINA,157584.0,4,Automatico,13,Preto,0,5,Não,2,6448,Usado,1.0
MERCEDES-BENZ,2012,Sedan,Sim,Dies.,128202.0,6,Automatico,3,Preto,12,5,Sim,3,3903,Usado,0.0
OPEL,1997,Vagao de carga,Nao,Gasolina,0.0,4,Manual,18,Verde,2,3,Sim,6,1775,Usado,0.0
TOYOTA,1997,SUV,Nao,gasolina,213700.0,4,Automatico,11,Verde,2,5,Não,1,6226,Usado,0.0
MERCEDES-BENZ,2017,Sedan,Sim,GASOLINA,50930.0,4,Automatico,25,Preto,12,1,Sim,0,6813,Usado,1.0
TOYOTA,2010,Sedan,Sim,gasolina,305237.0,4,Automatico,21,Prata,12,4,Sim,7,5999,Usado,0.0
VOLKSWAGEN,2005,Vagao de carga,Nao,Dies.,140160.0,4,Manual,23,Red,3,3,Sim,6,3820,Usado,0.0
LEXUS,2012,Hatchback,Sim,Hibrido,142394.0,4,Automatico,22,Branco,0,4,Sim,2,1973,Usado,0.0
HONDA,2005,Hatchback,Nao,gasolina,178000.0,4,Variator,17,Prata,4,4,Não,8,8446,Usado,0.0
HYUNDAI,2010,SUV,Sim,Diesel,118129.0,4,Automatico,32,Cinza,4,4,Não,4,2209,Usado,1.0
OPEL,2000,Sedan,Nao,DIESEL,215000.0,4,Manual,6,Prata,4,3,Não,6,6099,Usado,0.0
LEXUS,2008,SUV,Sim,Gasolina,280354.0,8,Automatico,5,Branco,0,3,Sim,10,9780,Usado,0.0
BMW,2004,SUV,Sim,GASOLINA,194000.0,8,Tiptronic,23,Azul,10,1,Sim,6,1689,Usado,0.0
MERCEDES-BENZ,2011,SUV,Sim,Gasolina,185600.0,6,Tiptronic,28,Preto,10,2,Sim,5,8303,Usado,1.0
FIAT,2016,Cupê,Nao,Gasolina,43000.0,4,Automatico,25,Preto,10,2,Não,5,8965,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,83198.0,4,Automatico,29,Preto,4,5,Sim,2,7759,Usado,1.0
HYUNDAI,2012,Minivan,Sim,Diesel,54595.0,4,Automatico,28,Cinza,4,1,Sim,4,1641,Usado,1.0
TOYOTA,2012,Sedan,Nao,Hibrido,142735.0,4,Tiptronic,1,Preto,12,4,Sim,8,3774,Usado,0.0
HYUNDAI,2012,Sedan,Sim,gasolina,130658.0,4,Automatico,23,Branco,4,1,Não,7,4822,Usado,0.0
TOYOTA,2010,Sedan,Sim,Hibrido,390533.0,4,Automatico,22,Prata,12,5,Não,6,4255,Usado,0.0
OPEL,1995,Hatchback,Nao,Gasolina,231000.0,4,Automatico,30,Vermelho,2,3,Não,4,6643,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,0.0,6,Automatico,29,Preto,6,2,Sim,5,6788,Usado,0.0
HONDA,2013,Hatchback,Nao,Hibrido,130000.0,4,Variator,31,Branco,4,2,Sim,9,6602,Usado,0.0
VOLKSWAGEN,1997,Sedan,Nao,Gasolina,111111.0,4,Manual,19,Azul,2,2,Sim,5,3073,Usado,0.0
TOYOTA,2011,Hatchback,Nao,Gasolina,174890.0,4,Automatico,20,Cinza,6,4,Não,3,9442,Usado,0.0
CHEVROLET,2010,Sedan,Sim,Gasol.,135702.0,4,Automatico,21,Preto,4,3,Sim,1,9749,Usado,0.0
CHEVROLET,2016,Sedan,Nao,GASOLINA,52000.0,4,Tiptronic,31,Branco,12,4,Não,9,5971,Usado,0.0
JEEP,2012,SUV,Sim,Gasolina,91810.0,4,Automatico,13,Prata,4,5,Sim,5,4003,Usado,1.0
FERRARI,2011,Cupê,Sim,gasolina,19442.0,8,Automatico,10,Amarelo,12,1,Não,2,4938,Usado,3.0
FORD,2011,Microonibus,Nao,DIESEL,318000.0,4,Manual,3,Branco,2,3,Não,8,9716,Usado,1.0
HYUNDAI,2014,Sedan,Sim,GASOLINA,73628.0,4,Automatico,25,Prata,4,2,Não,6,4598,Usado,1.0
LAND ROVER,2016,SUV,Sim,gasolina,51000.0,6,Tiptronic,25,Branco,10,3,Sim,6,7997,Usado,3.0
TOYOTA,2015,Universal,Sim,Hibrido,44272.0,4,Automatico,29,Verde,4,5,Sim,9,4930,Usado,1.0
BMW,2000,Cupê,Sim,Gasolina,240000.0,6,Tiptronic,5,Prata,0,1,Não,8,2080,Usado,0.0
TOYOTA,2013,SUV,Sim,Gasolina,265558.0,4,Automatico,12,Branco,12,4,Sim,7,2758,Usado,0.0
MERCEDES-BENZ,1989,Sedan,Nao,Gasol.,0.0,4,Manual,6,Branco,0,1,Sim,0,1040,Usado,0.0
RENAULT,2006,Universal,Nao,Diesel,250000.0,4,Manual,8,Prata,4,1,Não,1,5999,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,218000.0,4,Automatico,25,Cinza,4,4,Sim,2,4218,Usado,0.0
TOYOTA,2012,Sedan,Sim,Hibrido,95000.0,4,Automatico,28,Prata,16,5,Não,9,7963,Usado,1.0
KIA,2012,Sedan,Sim,Gasol.,88118.0,4,Automatico,27,Branco,4,3,Sim,4,6924,Usado,0.0
MERCEDES-BENZ,2012,Sedan,Sim,Gasol.,160000.0,6,Tiptronic,5,Preto,12,3,Sim,5,5978,Usado,1.0
HYUNDAI,2011,SUV,Sim,Diesel,163008.0,4,Automatico,26,Cinza,4,4,Não,2,2727,Usado,1.0
FORD,2015,Sedan,Sim,Gasolina,71454.0,4,Automatico,23,Preto,0,3,Não,7,7363,Usado,0.0
CHEVROLET,2012,Hatchback,Sim,GASOLINA,62145.0,4,Automatico,15,Branco,4,1,Não,1,1838,Usado,0.0
HONDA,2008,Sedan,Nao,GASOLINA,180000.0,4,Automatico,15,Preto,7,5,Não,0,9466,Usado,0.0
KIA,2011,Sedan,Sim,GASOLINA,75012.0,4,Automatico,30,Branco,4,5,Não,6,8501,Usado,0.0
TOYOTA,2012,Hatchback,Sim,Hibrido,170000.0,4,Automatico,11,Prata,12,5,Sim,2,4336,Usado,0.0
TOYOTA,2006,SUV,Nao,Gasol.,190000.0,4,Automatico,18,Prata,6,5,Sim,9,7546,Usado,0.0
MERCEDES-BENZ,2017,Sedan,Sim,gasolina,50930.0,4,Automatico,23,Preto,12,2,Sim,5,2048,Usado,1.0
MERCEDES-BENZ,2007,SUV,Sim,Dies.,320000.0,6,Automatico,30,Preto,8,2,Não,7,4076,Usado,1.0
DAEWOO,2009,Sedan,Sim,diesel,75644.0,4,Automatico,28,Prata,4,5,Não,9,5424,Usado,0.0
TOYOTA,2016,Sedan,Nao,Gasolina,17200.0,4,Tiptronic,20,Azul,12,3,Sim,9,3522,Usado,1.0
MERCEDES-BENZ,2014,Sedan,Sim,Dies.,200179.0,6,Automatico,4,Preto,12,5,Sim,7,6448,Usado,1.0
HYUNDAI,2013,SUV,Sim,Gasolina,53717.0,4,Automatico,28,Prata,0,2,Sim,2,8779,Usado,0.0
SSANGYONG,2013,SUV,Sim,Diesel,53283.0,4,Automatico,18,Preto,4,2,Sim,9,8540,Usado,1.0
HYUNDAI,2015,SUV,Sim,Diesel,68515.0,4,Automatico,21,Cinza,4,1,Sim,0,4335,Usado,1.0
KIA,2016,Sedan,Sim,Gasol.,26432.0,4,Automatico,20,Preto,4,4,Sim,4,1854,Usado,1.0
PEUGEOT,2008,Hatchback,Nao,gasolina,12700.0,4,Automatico,6,Prata,6,5,Sim,4,7307,Usado,0.0
MERCEDES-BENZ,1996,Sedan,Nao,GASOLINA,290000.0,6,Automatico,24,Prata,4,4,Sim,8,4875,Usado,0.0
CHEVROLET,2014,Sedan,Nao,GASOLINA,64111.0,4,Tiptronic,24,Preto,8,4,Sim,3,4472,Usado,0.0
FORD,2015,Sedan,Nao,Gasolina,59342.0,4,Automatico,27,Branco,12,3,Sim,6,9210,Usado,0.0
HYUNDAI,2008,Minivan,Sim,Dies.,42442.0,4,Automatico,22,Prata,4,4,Sim,6,3196,Usado,0.0
BMW,2007,Sedan,Sim,GASOLINA,100000.0,6,Automatico,5,Azul,6,3,Sim,4,4150,Usado,0.0
HYUNDAI,2010,Sedan,Sim,Gasolina,129055.0,4,Automatico,11,Preto,4,2,Não,3,4555,Usado,0.0
HYUNDAI,2010,Sedan,Sim,GASOLINA,79995.0,4,Automatico,30,Prata,4,2,Sim,8,8360,Usado,0.0
VAZ,1983,Sedan,Nao,GASOLINA,10000.0,4,Manual,9,Verde,0,5,Sim,7,4287,Usado,0.0
HYUNDAI,2014,Minivan,Sim,DIESEL,196654.0,4,Automatico,21,Branco,4,1,Não,8,5876,Usado,1.0
MITSUBISHI,2010,Picape,Nao,Diesel,280000.0,4,Manual,28,Verde,2,3,Sim,1,6116,Usado,1.0
HYUNDAI,2016,Sedan,Sim,Gasolina,92981.0,4,Automatico,21,Branco,12,1,Sim,8,9631,Usado,0.0
HYUNDAI,2011,Cupê,Sim,GASOLINA,112387.0,4,Automatico,20,Cinza,4,2,Sim,5,3296,Usado,0.0
BMW,2014,Hatchback,Sim,Hibrido,107926.0,2,Automatico,1,Prata,12,4,Não,3,9815,Usado,0.0
MERCEDES-BENZ,1998,Microonibus,Nao,DIESEL,7563145.0,4,Manual,24,Amarelo,2,2,Não,5,8578,Usado,0.0
HYUNDAI,2016,Universal,Sim,Dies.,135206.0,4,Automatico,11,Branco,4,4,Não,1,5711,Usado,1.0
FORD,2010,SUV,Sim,GASOLINA,358370.0,6,Automatico,21,Prata,12,2,Sim,7,9820,Usado,0.0
SUBARU,2016,SUV,Nao,gasolina,63000.0,4,Variator,29,Verde,8,4,Sim,4,1257,Usado,1.0
BMW,2013,Sedan,Sim,Gasolina,93493.0,6,Tiptronic,27,Azul,12,4,Não,8,5348,Usado,1.0
SUBARU,2015,SUV,Nao,GASOLINA,37000.0,4,Variator,3,Marrom,6,2,Não,6,5255,Usado,1.0
HONDA,2016,Sedan,Sim,GASOLINA,203338.0,6,Automatico,28,Cinza,12,5,Não,5,7052,Usado,0.0
FORD,2009,SUV,Sim,Hibrido,169000.0,4,Automatico,24,Branco,12,2,Não,4,6105,Usado,1.0
TOYOTA,2014,Hatchback,Sim,Gasolina,121324.0,4,Automatico,14,Branco,4,2,Sim,1,2263,Usado,0.0
TOYOTA,2017,Sedan,Sim,gasolina,153000.0,4,Tiptronic,27,Preto,12,3,Sim,10,2883,Usado,1.0
HONDA,2011,Hatchback,Nao,GASOLINA,112000.0,4,Tiptronic,6,Preto,5,1,Sim,6,2666,Usado,0.0
HYUNDAI,2017,SUV,Sim,diesel,29853.0,4,Automatico,31,Branco,4,2,Não,1,1580,Usado,1.0
HYUNDAI,2014,Universal,Sim,Dies.,245603.0,4,Automatico,9,Preto,4,5,Não,6,2738,Usado,1.0
DODGE,2010,Universal,Nao,GASOLINA,135000.0,4,Variator,14,Prata,6,3,Sim,9,5220,Usado,0.0
HYUNDAI,2010,Minivan,Sim,Dies.,60517.0,4,Automatico,4,Amarelo,4,3,Sim,1,6849,Usado,0.0
TOYOTA,2009,Sedan,Sim,gasolina,152000.0,4,Variator,30,Preto,4,2,Não,7,6405,Usado,1.0
BMW,2014,Sedan,Sim,Dies.,250491.0,4,Automatico,18,Branco,12,5,Sim,4,4145,Usado,0.0
KIA,2015,Sedan,Sim,Gasol.,39077.0,4,Automatico,8,Preto,4,2,Não,1,4101,Usado,0.0
TOYOTA,2002,Hatchback,Nao,GASOLINA,1000.0,4,Automatico,5,Marrom,2,3,Sim,8,2403,Usado,0.0
TOYOTA,2012,Hatchback,Sim,gasolina,118000.0,4,Automatico,9,Cinza,4,5,Não,3,9094,Usado,0.0
HONDA,2013,Sedan,Nao,Gás Natural,120000.0,4,Automatico,6,Branco,6,3,Sim,0,1103,Usado,1.0
LEXUS,2010,Sedan,Sim,gasolina,149218.0,4,Automatico,22,Prata,4,3,Sim,9,8085,Usado,1.0
VOLKSWAGEN,2012,Sedan,Sim,Diesel,52960.0,4,Manual,9,Red,10,5,Sim,0,6292,Usado,1.0
HYUNDAI,2011,Sedan,Sim,Gasol.,118432.0,4,Automatico,16,Preto,4,1,Não,3,7522,Usado,1.0
HONDA,2004,Minivan,Nao,GASOLINA,323000.0,6,Automatico,16,Cinza,4,4,Sim,5,6704,Usado,0.0
FORD,2014,Sedan,Nao,Gasol.,33000.0,4,Tiptronic,1,Vermelho,10,3,Sim,0,4223,Usado,0.0
HYUNDAI,2014,SUV,Sim,Gasolina,174664.0,4,Automatico,14,Branco,12,1,Não,9,5443,Usado,0.0
BMW,2013,Cupê,Sim,Gasolina,79500.0,8,Tiptronic,25,Preto,12,3,Sim,0,8233,Usado,3.0
VOLKSWAGEN,2015,Sedan,Nao,Gasolina,60010.0,4,Tiptronic,24,Branco,10,1,Não,2,5435,Usado,0.0
NISSAN,2015,SUV,Sim,GASOLINA,103358.0,4,Automatico,20,Azul,0,4,Sim,3,7208,Usado,0.0
HONDA,2017,Sedan,Sim,Gasolina,7176.0,4,Automatico,25,Azul,4,5,Sim,4,5148,Usado,2.0
MERCEDES-BENZ,2013,Sedan,Sim,GASOLINA,140800.0,6,Automatico,29,Preto,0,4,Sim,5,1175,Usado,0.0
VOLKSWAGEN,2013,Sedan,Sim,GASOLINA,180000.0,5,Tiptronic,28,Cinza,12,5,Sim,4,9890,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasolina,136000.0,4,Tiptronic,32,Amarelo,8,1,Sim,0,1797,Usado,0.0
HYUNDAI,2016,SUV,Sim,Dies.,95131.0,4,Automatico,1,Preto,4,5,Não,3,9567,Usado,2.0
MERCEDES-BENZ,2014,Sedan,Sim,Dies.,200179.0,6,Automatico,8,Preto,12,4,Não,9,2152,Usado,1.0
KIA,2011,Sedan,Sim,Gasolina,103000.0,4,Automatico,31,Preto,12,4,Não,5,1553,Usado,0.0
KIA,2010,Sedan,Sim,Gasol.,271776.0,4,Automatico,7,Cinza,12,2,Não,1,9951,Usado,0.0
TOYOTA,2014,Hatchback,Nao,Hibrido,112000.0,4,Automatico,1,Branco,12,2,Não,4,8262,Usado,1.0
JEEP,1993,SUV,Sim,Gasol.,1000.0,6,Manual,13,Branco,0,4,Não,8,9298,Usado,1.0
MERCEDES-BENZ,2009,Sedan,Sim,diesel,266061.0,6,Automatico,13,Preto,12,3,Não,7,9604,Usado,0.0
KIA,2014,Sedan,Sim,Gasolina,45984.0,4,Automatico,16,Branco,4,1,Não,4,4055,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,64000.0,4,Automatico,5,Laranja,8,4,Sim,0,3901,Usado,0.0
BMW,2013,SUV,Sim,Dies.,137802.0,6,Automatico,21,Preto,0,3,Sim,9,6429,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,130478.0,4,Automatico,5,Branco,12,4,Não,9,8799,Usado,0.0
CHEVROLET,2009,Sedan,Sim,Gasolina,45256.0,4,Automatico,1,Branco,4,3,Sim,10,2162,Usado,0.0
HYUNDAI,2013,Sedan,Sim,GASOLINA,162000.0,4,Automatico,29,Cinza,4,3,Sim,4,3045,Usado,0.0
MERCEDES-BENZ,2006,Sedan,Sim,Gasolina,245000.0,6,Tiptronic,31,Prata,12,2,Não,0,9075,Usado,0.0
HYUNDAI,2016,SUV,Sim,Dies.,59000.0,4,Automatico,19,Cinza,4,5,Não,9,7117,Usado,2.0
HYUNDAI,2014,Sedan,Nao,Gasolina,110000.0,4,Tiptronic,21,Cinza,4,2,Sim,7,4801,Usado,0.0
HYUNDAI,2013,Sedan,Nao,GASOLINA,102675.0,4,Automatico,7,Preto,0,3,Sim,0,4089,Usado,0.0
MERCEDES-BENZ,2017,Sedan,Sim,Gasol.,26802.0,4,Automatico,31,Preto,12,3,Não,7,1241,Usado,0.0
FORD,2016,Sedan,Sim,Hibrido,194974.0,4,Automatico,9,Preto,0,2,Sim,8,8161,Usado,0.0
MERCEDES-BENZ,2013,Sedan,Sim,Gasol.,185000.0,4,Tiptronic,18,Branco,10,1,Não,2,9896,Usado,1.0
VOLKSWAGEN,2015,Sedan,Sim,GASOLINA,65400.0,4,Tiptronic,22,Dourado,10,2,Não,3,4540,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Diesel,49248.0,4,Automatico,6,Prata,4,5,Não,4,5281,Usado,0.0
MERCEDES-BENZ,1999,Sedan,Nao,Gasolina,218374.0,4,Manual,32,Prata,12,3,Não,1,1877,Usado,0.0
TOYOTA,2013,Sedan,Sim,Hibrido,232032.0,4,Automatico,30,Prata,12,3,Não,4,4402,Usado,0.0
CHEVROLET,2014,SUV,Sim,gasolina,251514.0,4,Automatico,19,Preto,12,4,Não,7,8726,Usado,0.0
TOYOTA,2013,SUV,Nao,GASOLINA,900000.0,4,Tiptronic,1,Verde,8,2,Não,0,1606,Usado,1.0
HONDA,2014,Hatchback,Sim,Gasol.,52800.0,4,Automatico,21,Laranja,4,3,Sim,9,8257,Usado,1.0
HYUNDAI,2016,SUV,Sim,Diesel,71826.0,4,Automatico,25,Branco,4,3,Não,8,5574,Usado,1.0
TOYOTA,2013,Hatchback,Sim,Hibrido,65000.0,4,Automatico,31,Cinza,2,1,Sim,10,9935,Usado,0.0
CHEVROLET,2017,Sedan,Nao,Gasolina,16000.0,4,Tiptronic,19,Red,12,4,Não,5,3078,Usado,1.0
HONDA,2013,Hatchback,Sim,Hibrido,97536.0,4,Automatico,12,Branco,4,1,Sim,5,3498,Usado,0.0
CITROEN,2005,Sedan,Nao,Gasolina,210000.0,4,Manual,29,Bege,4,1,Não,3,9548,Usado,0.0
MERCEDES-BENZ,2014,Sedan,Sim,Gasol.,146395.0,6,Automatico,31,Cinza,12,4,Sim,10,9808,Usado,0.0
TOYOTA,2015,Hatchback,Sim,Gasolina,29000.0,4,Automatico,29,Prata,4,1,Não,5,4326,Usado,1.0
TOYOTA,2012,Hatchback,Nao,Hibrido,260000.0,4,Automatico,31,Azul,8,1,Sim,10,2555,Usado,0.0
CHEVROLET,2005,Sedan,Nao,Gasolina,200000.0,4,Manual,9,Prata,2,2,Não,5,3581,Usado,0.0
TOYOTA,2011,SUV,Sim,gasolina,368064.0,6,Automatico,30,Cinza,12,2,Sim,9,8258,Usado,1.0
MERCEDES-BENZ,2007,Sedan,Sim,Gasolina,148000.0,8,Tiptronic,16,Preto,12,2,Não,7,3399,Usado,1.0
MERCEDES-BENZ,2011,SUV,Sim,DIESEL,220323.0,6,Automatico,3,Preto,12,2,Sim,10,9934,Usado,0.0
CHEVROLET,2007,Sedan,Sim,Gasol.,103486.0,3,Automatico,30,Branco,4,1,Não,2,8588,Usado,0.0
MERCEDES-BENZ,2011,Sedan,Sim,diesel,230696.0,6,Automatico,31,Preto,12,5,Sim,8,2475,Usado,0.0
TOYOTA,2006,Sedan,Sim,Gasol.,479998.0,4,Automatico,20,Prata,12,4,Sim,8,5247,Usado,0.0
NISSAN,2018,SUV,Sim,GASOLINA,9410.0,4,Automatico,7,Red,9,5,Não,1,7576,Semi-novo,1.0
FIAT,2012,Cupê,Sim,Gasolina,81050.0,4,Automatico,27,Red,4,1,Sim,9,9474,Usado,0.0
TOYOTA,2008,Hatchback,Sim,Hibrido,147000.0,4,Automatico,7,Verde,6,5,Sim,0,4010,Usado,0.0
LEXUS,2015,SUV,Sim,GASOLINA,273493.0,8,Automatico,26,Prata,0,4,Não,2,8720,Usado,2.0
HYUNDAI,2012,Sedan,Sim,GASOLINA,180000.0,4,Automatico,2,Cinza,4,1,Não,3,9634,Usado,0.0
VOLKSWAGEN,2004,Universal,Nao,Diesel,320121.0,4,Manual,3,Prata,4,3,Não,8,5562,Usado,0.0
FORD,2009,Vagao de carga,Nao,Dies.,170000.0,4,Manual,12,Branco,2,5,Sim,9,9458,Usado,0.0
BMW,2004,SUV,Sim,diesel,246000.0,6,Tiptronic,27,Preto,12,2,Não,8,6301,Usado,1.0
DODGE,2010,Hatchback,Nao,Gasolina,123000.0,4,Variator,6,Prata,10,3,Não,2,6583,Usado,0.0
HYUNDAI,2015,Sedan,Sim,Gasolina,43628.0,4,Automatico,26,Branco,4,1,Não,3,3162,Usado,2.0
TOYOTA,2018,SUV,Sim,Gasolina,78579.0,4,Automatico,17,Roxo,12,1,Não,6,8211,Semi-novo,0.0
RENAULT,1996,Hatchback,Nao,Gasol.,111000.0,4,Manual,18,Azul,2,1,Sim,2,9528,Usado,0.0
NISSAN,2015,SUV,Nao,GASOLINA,0.0,4,Automatico,21,Preto,0,4,Não,7,3494,Usado,0.0
FORD,1997,Microonibus,Nao,diesel,0.0,4,Manual,28,Branco,2,1,Não,1,1025,Usado,0.0
MITSUBISHI,2018,SUV,Nao,gasolina,4320.0,4,Tiptronic,29,Cinza,10,2,Sim,1,6687,Semi-novo,1.0
TOYOTA,2013,Sedan,Sim,Hibrido,298248.0,4,Automatico,18,Branco,12,2,Sim,2,3409,Usado,0.0
SSANGYONG,2015,SUV,Sim,Diesel,129170.0,4,Automatico,13,Preto,4,2,Sim,4,2560,Usado,1.0
JAGUAR,2017,SUV,Sim,Gasolina,28421.0,6,Automatico,20,Red,12,5,Sim,8,7335,Usado,0.0
CHEVROLET,2007,SUV,Sim,diesel,78972.0,4,Automatico,19,Prata,4,3,Não,7,7021,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Hibrido,91400.0,4,Variator,24,Prata,12,1,Não,7,2780,Usado,0.0
JAGUAR,2007,Sedan,Sim,gasolina,160000.0,6,Tiptronic,11,Vermelho,5,2,Sim,1,4347,Usado,0.0
MITSUBISHI,2005,SUV,Nao,GASOLINA,160000.0,4,Manual,13,Prata,8,3,Não,5,4731,Usado,0.0
HONDA,2003,Hatchback,Nao,Gasol.,150000.0,4,Automatico,4,Cinza,6,1,Não,7,4991,Usado,0.0
LEXUS,2009,SUV,Sim,GASOLINA,82343.0,4,Automatico,11,Branco,4,4,Não,3,9511,Usado,1.0
FORD,2007,SUV,Sim,GASOLINA,280429.0,8,Automatico,12,Cinza,12,3,Sim,9,2207,Usado,0.0
HONDA,2013,Hatchback,Sim,Hibrido,143597.0,4,Automatico,29,Prata,0,1,Sim,4,5772,Usado,0.0
FORD,2011,SUV,Sim,Hibrido,130306.0,4,Automatico,21,Verde,0,5,Não,5,3126,Usado,0.0
NISSAN,2004,SUV,Nao,Gasol.,156000.0,4,Automatico,27,Preto,8,1,Sim,0,1151,Usado,0.0
SUBARU,2013,SUV,Sim,GASOLINA,80000.0,6,Tiptronic,11,Prata,12,3,Sim,0,9660,Usado,1.0
TOYOTA,2010,Hatchback,Sim,Hibrido,73402.0,4,Automatico,4,Branco,12,5,Sim,8,4587,Usado,0.0
BMW,2014,Sedan,Sim,gasolina,70000.0,4,Tiptronic,3,Preto,10,2,Não,3,4205,Usado,1.0
VOLKSWAGEN,2016,Sedan,Sim,Gasol.,83259.0,4,Automatico,23,Azul,12,2,Sim,4,9283,Usado,0.0
TOYOTA,2007,Sedan,Nao,Gasolina,241000.0,4,Manual,31,Azul,4,2,Sim,2,8450,Usado,0.0
HYUNDAI,2014,Minivan,Sim,Diesel,196654.0,4,Automatico,26,Branco,4,3,Não,2,5783,Usado,1.0
HONDA,2011,Hatchback,Sim,Hibrido,216858.0,4,Automatico,16,Cinza,0,4,Não,0,7842,Usado,0.0
HYUNDAI,2012,Sedan,Nao,Gasol.,127226.0,4,Automatico,16,Azul,0,4,Não,6,2033,Usado,0.0
HYUNDAI,2016,Sedan,Nao,Gasolina,80000.0,4,Tiptronic,30,Cinza,12,3,Sim,2,4638,Usado,0.0
SSANGYONG,2016,SUV,Sim,gasolina,72073.0,4,Automatico,1,Branco,4,2,Não,6,1545,Usado,1.0
MERCEDES-BENZ,1998,Sedan,Nao,Gás Natural,180003.0,4,Manual,21,Preto,4,2,Não,8,6828,Usado,0.0
BMW,2011,SUV,Sim,Diesel,250000.0,6,Tiptronic,23,Cinza,10,2,Não,0,7879,Usado,1.0
NISSAN,2004,SUV,Nao,GASOLINA,313000.0,4,Automatico,23,Verde,0,5,Não,0,2641,Usado,0.0
KIA,2016,Sedan,Sim,Gasolina,52000.0,4,Tiptronic,1,Branco,12,5,Sim,8,8654,Usado,1.0
VOLKSWAGEN,1993,Sedan,Nao,Gasol.,245000.0,4,Automatico,17,Vermelho,2,2,Não,6,5187,Usado,0.0
HYUNDAI,2018,Universal,Sim,diesel,27406.0,4,Automatico,29,Amarelo,4,1,Não,7,3162,Semi-novo,2.0
